index	*ID	*order	*copied	*legendary	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Razoredge	834	834			100	1		12	1	95	95	7ha	tomahawk		5	5000	lblu			invhaxu				prop-axestormmaster		8	8	oskill	Axe Storm	3	3	prop-Torment		5	6	dex%		3	3	lifesteal		10	16	pierce-immunity-damage		20	22	dmg%		300	400	swing2		40	50	crush		30	30	att-skill	Mind Blast	10	25	att-skill	Wind Strike	11	35						0
Razoredge	835	835			100	1		8	1	97	97	7ha	tomahawk		5	5000	lblu			invhaxu				prop-axestormmaster		9	9	oskill	Axe Storm	3	3	prop-Torment		7	8	dex%		3	4	lifesteal		10	18	pierce-immunity-damage		20	23	dmg%		300	450	swing2		40	50	crush		30	30	att-skill	Mind Blast	10	25	att-skill	Wind Strike	13	35						0
Razoredge	836	836			100	1		4	1	98	98	7ha	tomahawk		5	5000	lblu			invhaxu				prop-axestormmaster		10	10	oskill	Axe Storm	3	3	prop-Torment		9	10	dex%		3	4	lifesteal		10	20	pierce-immunity-damage		20	24	dmg%		300	500	swing2		40	50	crush		30	30	att-skill	Mind Blast	10	25	att-skill	Wind Strike	15	35						0
Razoredge	837	837			100	1		1	1	97	97	cm4	charm	1	5	5000	lblu							prop-axestormmaster		7	7	oskill	Axe Storm	3	3	prop-Torment		3	4	dex%		3	3	lifesteal		10	15	pierce-immunity-damage		18	20	dmg%		300	320	swing2		40	50	crush		30	30	att-skill	Mind Blast	5	25	att-skill	Wind Strike	5	35						0
Mysterious Hammer	838	838			100	1		1	1	84	90	9m9	War Club		5	5000	dred							pal		4	4	oskill	Runic Hammer	3	3	oskill	Righteous Fire	3	3	dmg-fire		1000	1000	extra-fire		40	50	att-skill	Falling Cinder	20	25	att		500	1000	pierce-immunity-fire		15	20	balance2		40	40	str%		4	4	ease		50	50	hp%		5	5		0
Mysterious Hammer	839	839			100	1		1	1	84	90	9m9	War Club		5	5000	dred							pal		4	4	oskill	Runic Hammer	3	3	oskill	Electromagnetic	3	3	dmg-ltng		1000	1000	extra-ltng		40	50	att-skill	Lightning Rod	20	25	att		500	1000	pierce-immunity-light		15	20	balance2		40	40	str%		4	4	ease		50	50	hp%		5	5		0
Emberflare	840	840			100	1		1	1	73	83	8ws	Rune Staff		5	5000	blac	blac		inv8wsu				att-skill	Molten Smash	25	28	dmg-fire		1500	1500	gethit-skill	Volcanic Strike	25	25	sor		3	3	oskill	Volcanic Strike	3	3	prop-dmgtochained		60	70	maxchainhits-volcanicstrike		3	3	ac		200	450	att		700	800	pierce-fire		20	25	pierce-immunity-fire		12	15	dmg%		200	300		0
Icicle Sphere	841	841			100	1		1	1	73	81	obb	heavenly orb		5	5000	blac	blac		inv8wsu				att-skill	Shattering Smash	25	28	dmg-cold		1500	1500	gethit-skill	Ice Shard	20	25	sor		3	3	oskill	Snowball	3	3	prop-dmgtochained		60	70	maxchainhits-snowball		3	3	ac		200	450	att		700	800	pierce-cold		20	25	pierce-immunity-cold		20	25	dmg%		200	300		0
Thunderclash	842	842			100	1		1	1	73	83	9ls	Rune Sword		5	5000	blac	blac		inv8wsu				att-skill	Electromagnetic Wave	25	28	dmg-ltng		1500	1500	gethit-skill	Lightning Rod	25	25	sor		3	3	oskill	Storm Strike	3	3	prop-dmgtochained		60	70	maxchainhits-stormstrike		3	3	ac		200	450	att		700	800	pierce-ltng		20	25	pierce-immunity-light		20	25	dmg%		200	300		0
Clockstopper	843	843			100	1		1	1	58	67	xkp	Sallet		3	5000				invxkpu				prop-dmgtoearth		40	50	gethit-skill	Forcewave	12	30	oskill	Forcewave	3	3	hp		300	350	oskill	Cloak Of Shadows	4	4	oskill	Mind Blast	4	4	att-skill	Volcanic Strike	10	18	bar		2	2	dex%		5	8	dmg-undead		250	400	red-dmg		100	100	red-mag		100	100		0
Lightview 	844	844			100	1		1	1	69	76	xhl	Basinet		3	5000	blac	blac		invfhlu				dmg-ltng		1200	1500	oskill	Lightning Speed	3	3	att		600	700	sor		2	2	oskill	Lightning Rod	3	3	dmg-demon		300	400	enr		40	50	ac		200	450	oskill	Holy Shield	3	3	hp		325	400	red-dmg		100	100	red-mag		100	100		0
Souryokusen	846	845			100	1		16	1	93	93	7ar	Suwayyah		5	5000								prop-Torment		3	4	prop-skillsynSCandSS		7	9	att		800	900	oskill	Shadow Claw	3	3	oskill	Shuriken Stars	3	3	kill-skill	Shadow Claw	3	27	pierce-immunity-damage		20	20	dmg%		300	400	red-dmg		100	100	gethit-skill	Intimidation	10	30	hp		250	350	sock		1	1		0
Souryokusen	847	846			100	1		12	1	95	95	7ar	Suwayyah		5	5000								prop-Torment		5	6	prop-skillsynSCandSS		7	10	att		800	950	oskill	Shadow Claw	3	3	oskill	Shuriken Stars	3	3	kill-skill	Shadow Claw	3	28	pierce-immunity-damage		20	21	dmg%		300	425	red-dmg		100	100	gethit-skill	Intimidation	10	30	hp		250	350	sock		1	1		0
Souryokusen	848	847			100	1		8	1	97	97	7ar	Suwayyah		5	5000								prop-Torment		7	8	prop-skillsynSCandSS		7	11	att		800	1000	oskill	Shadow Claw	3	3	oskill	Shuriken Stars	3	3	kill-skill	Shadow Claw	3	29	pierce-immunity-damage		20	22	dmg%		300	450	red-dmg		100	100	gethit-skill	Intimidation	10	30	hp		250	350	sock		1	1		0
Souryokusen	849	848			100	1		4	1	98	98	7ar	Suwayyah		5	5000								prop-Torment		9	10	prop-skillsynSCandSS		7	12	att		800	1000	oskill	Shadow Claw	3	3	oskill	Shuriken Stars	3	3	kill-skill	Shadow Claw	3	30	pierce-immunity-damage		20	23	dmg%		300	475	red-dmg		100	100	gethit-skill	Intimidation	10	30	hp		250	350	sock		1	1		0
Souryokusen	850	849	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000								prop-Torment		3	4	prop-skillsynSCandSS		7	9	att		800	900	oskill	Shadow Claw	3	3	oskill	Shuriken Stars	3	3	kill-skill	Shadow Claw	2	27	pierce-immunity-damage		20	20	dmg%		300	300	red-dmg		100	100	gethit-skill	Intimidation	3	25	hp		200	300	sock		1	1		0
Heavens Fall	851	850			100	1		1	1	81	89	8lw	Gothic Bow		5	5000	lgry	lgry						ama		3	4	swing2		25	50	prop-dmgtochained		40	80	oskill	Tesla Arrow	3	3	prop-targetstoteslaarrow		3	4	extra-ltng		40	50	pierce-immunity-light		15	25	red-dmg		100	100	gethit-skill	Storm Totem	7	60	gethit-skill	Intimidation	3	25	str		50	80						0
Longinus	852	851		1	100	1		16	1	93	93	uw1	Ascendant Spear		5	5000								prop-lightningfurymaxprojectiles		3	3	dmg-ltng		1000	1000	oskill	Lightning Speed	3	4	att		1023	1023	extra-ltng		40	50	prop-dmgtohoming		100	110	oskill	Electromagnetic	35	35	dmg%		300	350	hp		350	350	cast2		40	40	prop-Torment		3	4	bothdr		150	150		0
Longinus	853	852		1	100	1		12	1	95	95	uw1	Ascendant Spear		5	5000								prop-lightningfurymaxprojectiles		4	4	dmg-ltng		1000	1200	oskill	Lightning Speed	3	5	att		1023	1023	extra-ltng		40	60	prop-dmgtohoming		100	120	oskill	Electromagnetic	35	37	dmg%		300	400	hp		350	375	cast2		40	50	prop-Torment		5	6	bothdr		150	163		0
Longinus	854	853		1	100	1		8	1	97	97	uw1	Ascendant Spear		5	5000								prop-lightningfurymaxprojectiles		5	5	dmg-ltng		1000	1400	oskill	Lightning Speed	3	6	att		1023	1023	extra-ltng		40	70	prop-dmgtohoming		100	130	oskill	Electromagnetic	35	39	dmg%		300	450	hp		350	400	cast2		40	60	prop-Torment		7	8	bothdr		150	175		0
Longinus	855	854		1	100	1		4	1	98	98	uw1	Ascendant Spear		5	5000								prop-lightningfurymaxprojectiles		6	6	dmg-ltng		1000	1600	oskill	Lightning Speed	3	7	att		1023	1023	extra-ltng		40	80	prop-dmgtohoming		100	140	oskill	Electromagnetic	35	41	dmg%		300	500	hp		350	425	cast2		40	70	prop-Torment		9	10	bothdr		150	188		0
Longinus	856	855		1	100	1		1	1	97	97	cm4	effigy	1	5	5000								prop-lightningfurymaxprojectiles		2	2	dmg-ltng		1000	1000	oskill	Lightning Speed	1	1	att		1023	1023	extra-ltng		40	50	prop-dmgtohoming		70	70	oskill	Electromagnetic	15	15	dmg%		300	300	hp		250	250	cast2		40	40	prop-Torment		3	4	bothdr		100	125		0
Tunguska	857	856		1	100	1		16	1	93	93	am7	Ceremonial Bow		5	5000								prop-Torment		3	4	oskill	Meteor Arrow	3	3	gethit-skill	Meteor Arrow	8	51	ama		4	4	cast2		50	60	prop-dmgbombardment		80	100	dmg%		300	350	prop-FCRsynergytometeorarrow		1	1	hp		400	450	bothdr		180	180										0
Tunguska	858	857		1	100	1		12	1	95	95	am7	Ceremonial Bow		5	5000								prop-Torment		5	6	oskill	Meteor Arrow	3	3	gethit-skill	Meteor Arrow	9	52	ama		4	4	cast2		50	70	prop-dmgbombardment		80	110	dmg%		300	400	prop-FCRsynergytometeorarrow		1	1	hp		400	500	bothdr		180	210										0
Tunguska	859	858		1	100	1		8	1	97	97	am7	Ceremonial Bow		5	5000								prop-Torment		7	8	oskill	Meteor Arrow	3	3	gethit-skill	Meteor Arrow	10	53	ama		4	5	cast2		50	80	prop-dmgbombardment		80	120	dmg%		300	450	prop-FCRsynergytometeorarrow		1	1	hp		400	550	bothdr		180	240										0
Tunguska	860	859		1	100	1		4	1	98	98	am7	Ceremonial Bow		5	5000								prop-Torment		9	10	oskill	Meteor Arrow	3	3	gethit-skill	Meteor Arrow	10	54	ama		4	5	cast2		50	90	prop-dmgbombardment		80	130	dmg%		300	500	prop-FCRsynergytometeorarrow		1	1	hp		400	600	bothdr		180	255										0
Tunguska	861	860		1	100	1		1	1	97	97	cm4	effigy	1	5	5000								prop-Torment		3	4	oskill	Meteor Arrow	3	3	gethit-skill	Meteor Arrow	4	51	ama		2	2	cast2		40	40	prop-dmgbombardment		70	70	dmg%		200	200	prop-FCRsynergytometeorarrow		1	1	hp		300	300	bothdr		120	120	pierce-immunity-fire		12	18						0
Hypothermic Halberd	862	861	1	1	100	1		16	1	93	93	amf	matriarchal javelin		5	5000								prop-coldrrtoshatterjav		30	35	att-skill	Shattering Javelin	16	35	extra-cold		40	50	prop-dmgtofragment		40	45	ama		3	3	bar		3	3	oskill	Shattering Javelin	3	3	prop-Torment		3	4	hp		300	350	res-cold-max		5	5	cold-max		2000	2000	ease		50	50		0
Hypothermic Halberd	863	862	1	1	100	1		12	1	95	95	amf	matriarchal javelin		5	5000								prop-coldrrtoshatterjav		30	40	att-skill	Shattering Javelin	17	35	extra-cold		40	60	prop-dmgtofragment		40	50	ama		3	3	bar		3	3	oskill	Shattering Javelin	3	3	prop-Torment		5	6	hp		300	350	res-cold-max		5	5	cold-max		2000	2000	ease		45	45		0
Hypothermic Halberd	864	863	1	1	100	1		8	1	97	97	amf	matriarchal javelin		5	5000								prop-coldrrtoshatterjav		30	45	att-skill	Shattering Javelin	18	35	extra-cold		40	70	prop-dmgtofragment		40	55	ama		3	3	bar		3	3	oskill	Shattering Javelin	3	3	prop-Torment		7	8	hp		300	350	res-cold-max		5	5	cold-max		2000	2000	ease		40	40		0
Hypothermic Halberd	865	864	1	1	100	1		4	1	98	98	amf	matriarchal javelin		5	5000								prop-coldrrtoshatterjav		30	50	att-skill	Shattering Javelin	19	35	extra-cold		40	75	prop-dmgtofragment		40	60	ama		4	4	bar		4	4	oskill	Shattering Javelin	3	3	prop-Torment		9	10	hp		300	350	res-cold-max		6	6	cold-max		2000	2000	ease		35	35		0
Hypothermic Halberd	866	865	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000								prop-coldrrtoshatterjav		25	25	att-skill	Shattering Javelin	5	35	extra-cold		40	40	prop-dmgtofragment		40	45	ama		1	1	bar		1	1	oskill	Shattering Javelin	2	2	prop-Torment		3	4	hp		200	250	res-cold-max		3	3	cold-max		1000	1200						0
Molotov	877	866	1	1	100	1		16	1	93	93	amb	matriarchal bow		5	5000	dred	dred		invswbu				prop-clustercdr		1	1	ama		4	4	oskill	Cluster Grenades	3	3	gethit-skill	Volcanic Shout	12	45	prop-dmgtoearth		80	100	dex		70	80	hp		300	350	bothdr		165	220	extra-fire		40	45	res-all		50	50	mana		500	700	pierce-immunity-fire		20	20		0
Molotov	878	867	1	1	100	1		12	1	95	95	amb	matriarchal bow		5	5000	dred	dred		invswbu				prop-clustercdr		1	1	ama		4	4	oskill	Cluster Grenades	3	3	gethit-skill	Volcanic Shout	12	45	prop-dmgtoearth		80	110	dex		70	80	hp		300	375	bothdr		165	231	extra-fire		40	50	res-all		50	50	mana		500	700	pierce-immunity-fire		20	20		0
Molotov	879	868	1	1	100	1		8	1	97	97	amb	matriarchal bow		5	5000	dred	dred		invswbu				prop-clustercdr		1	1	ama		4	4	oskill	Cluster Grenades	3	3	gethit-skill	Volcanic Shout	12	45	prop-dmgtoearth		80	120	dex		70	80	hp		300	400	bothdr		165	253	extra-fire		40	55	res-all		50	50	mana		500	700	pierce-immunity-fire		20	20		0
Molotov	880	869	1	1	100	1		4	1	98	98	amb	matriarchal bow		5	5000	dred	dred		invswbu				prop-clustercdr		1	1	ama		5	5	oskill	Cluster Grenades	3	3	gethit-skill	Volcanic Shout	12	45	prop-dmgtoearth		100	120	dex		70	80	hp		300	413	bothdr		165	264	extra-fire		40	60	res-all		50	50	mana		500	800	pierce-immunity-fire		20	20		0
Molotov	881	870	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	dred	dred						prop-clustercdr		1	1	ama		1	1	oskill	Cluster Grenades	1	1	gethit-skill	Volcanic Shout	4	45	prop-dmgtoearth		80	80	dex		50	50	hp		300	300	bothdr		138	138	extra-fire		30	40	res-all		40	40	mana		500	700	pierce-immunity-fire		10	10		0
Starlit Frostfall	882	871	1	1	100	1		16	1	93	93	amb	matriarchal bow		5	5000	dred	dred		invswbu				prop-arrowrainrangedmg		1	1	ama		4	4	oskill	Arrow Hail	3	3	gethit-skill	Arrow Hail	12	45	prop-dmgtowind		80	100	dex		70	80	hp		300	350	bothdr		165	220	extra-cold		40	45	res-all		50	50	prop-Torment		3	4	pierce-immunity-cold		20	20		0
Starlit Frostfall	883	872	1	1	100	1		12	1	95	95	amb	matriarchal bow		5	5000	dred	dred		invswbu				prop-arrowrainrangedmg		1	1	ama		4	4	oskill	Arrow Hail	3	3	gethit-skill	Arrow Hail	12	45	prop-dmgtowind		80	110	dex		70	80	hp		300	375	bothdr		165	231	extra-cold		40	50	res-all		50	50	prop-Torment		5	6	pierce-immunity-cold		20	20		0
Starlit Frostfall	884	873	1	1	100	1		8	1	97	97	amb	matriarchal bow		5	5000	dred	dred		invswbu				prop-arrowrainrangedmg		1	1	ama		4	4	oskill	Arrow Hail	3	3	gethit-skill	Arrow Hail	12	45	prop-dmgtowind		80	120	dex		70	80	hp		300	400	bothdr		165	253	extra-cold		40	55	res-all		50	50	prop-Torment		7	8	pierce-immunity-cold		20	20		0
Starlit Frostfall	885	874	1	1	100	1		4	1	98	98	amb	matriarchal bow		5	5000	dred	dred		invswbu				prop-arrowrainrangedmg		1	1	ama		5	5	oskill	Arrow Hail	3	3	gethit-skill	Arrow Hail	12	45	prop-dmgtowind		100	120	dex		70	80	hp		300	413	bothdr		165	264	extra-cold		40	60	res-all		50	50	prop-Torment		9	10	pierce-immunity-cold		20	20		0
Starlit Frostfall	886	875	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	dred	dred						prop-arrowrainrangedmg		1	1	ama		1	1	oskill	Arrow Hail	1	1	gethit-skill	Arrow Hail	6	45	prop-dmgtowind		70	70	dex		50	50	hp		300	300	bothdr		138	138	extra-cold		30	40	res-all		30	30	prop-Torment		3	4	pierce-immunity-cold		10	10		0
Splintershot	887	876	1	1	100	1		20	1	91	91	aqv	Arrows		5	5000	lred	lred						prop-Torment		1	2	ama		2	2	oskill	Elemental Legend	3	3	prop-fragmentdmgtoeleleg		4	4	dex		60	60	enr		60	60	hp		250	250	att		700	800	pierce-immunity-damage		20	25	noconsume		100	100										0
Splintershot	888	877	1	1	100	1		16	1	93	93	aqv	Arrows		5	5000	lred	lred						prop-Torment		3	4	ama		2	2	oskill	Elemental Legend	3	3	prop-fragmentdmgtoeleleg		4	4	dex		60	62	enr		60	62	hp		250	300	att		700	900	pierce-immunity-damage		20	27	noconsume		100	100										0
Splintershot	889	878	1	1	100	1		12	1	95	95	aqv	Arrows		5	5000	lred	lred						prop-Torment		5	6	ama		2	3	oskill	Elemental Legend	3	3	prop-fragmentdmgtoeleleg		4	5	dex		60	64	enr		60	64	hp		250	350	att		700	1000	pierce-immunity-damage		20	29	noconsume		100	100										0
Splintershot	890	879	1	1	100	1		8	1	97	97	aqv	Arrows		5	5000	lred	lred						prop-Torment		7	8	ama		3	3	oskill	Elemental Legend	3	3	prop-fragmentdmgtoeleleg		4	5	dex		60	66	enr		60	66	hp		250	400	att		700	1100	pierce-immunity-damage		20	31	noconsume		100	100										0
Splintershot	891	880	1	1	100	1		4	1	98	98	aqv	Arrows		5	5000	lred	lred						prop-Torment		9	10	ama		3	3	oskill	Elemental Legend	3	3	prop-fragmentdmgtoeleleg		4	6	dex		60	70	enr		60	70	hp		250	450	att		700	1200	pierce-immunity-damage		20	33	noconsume		100	100										0
Splintershot	892	881	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	lred	lred						prop-Torment		3	4	ama		1	1	oskill	Elemental Legend	3	3	prop-fragmentdmgtoeleleg		3	3	dex		50	50	enr		50	50	hp		250	300	att		700	900	pierce-immunity-damage		20	20	noconsume		100	100										0
Sanctified Lance	893	882	1	1	100	1		16	1	93	93	7s7	balrog spear		5	5000	cred	cred						prop-skillsynHAandHS		6	7	prop-Torment		3	4	move2		50	50	prop-dmgtoholy		70	80	gethit-skill	Shotgun Bolts	12	50	ac		250	500	dmg%		300	350	kill-skill	Energy Spiral	4	30	ama		4	4	res-all		50	50	bothdr		200	200	swing2		50	60		0
Sanctified Lance	894	883	1	1	100	1		12	1	95	95	7s7	balrog spear		5	5000	cred	cred						prop-skillsynHAandHS		6	8	prop-Torment		5	6	move2		50	50	prop-dmgtoholy		70	90	gethit-skill	Shotgun Bolts	12	51	ac		250	500	dmg%		300	400	kill-skill	Energy Spiral	4	35	ama		4	4	res-all		50	50	bothdr		200	200	swing2		50	65		0
Sanctified Lance	895	884	1	1	100	1		8	1	97	97	7s7	balrog spear		5	5000	cred	cred						prop-skillsynHAandHS		6	9	prop-Torment		7	8	move2		50	50	prop-dmgtoholy		70	100	gethit-skill	Shotgun Bolts	12	53	ac		250	500	dmg%		300	450	kill-skill	Energy Spiral	4	36	ama		4	5	res-all		50	50	bothdr		200	200	swing2		50	70		0
Sanctified Lance	896	885	1	1	100	1		4	1	98	98	7s7	balrog spear		5	5000	cred	cred						prop-skillsynHAandHS		6	10	prop-Torment		9	10	move2		50	50	prop-dmgtoholy		70	110	gethit-skill	Shotgun Bolts	12	55	ac		250	500	dmg%		300	500	kill-skill	Energy Spiral	4	38	ama		4	5	res-all		50	50	bothdr		200	200	swing2		50	75		0
Sanctified Lance	897	886	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	cred	cred						prop-skillsynHAandHS		5	5	prop-Torment		3	4	move2		30	30	prop-dmgtoholy		70	70	gethit-skill	Shotgun Bolts	4	50	ac		250	500	dmg%		250	250	kill-skill	Energy Spiral	3	30	ama		1	1	res-all		40	40	bothdr		100	100	swing2		30	30		0
Thornlash Spear	898	887	1	1	100	1		16	1	93	93	amd	matriarchal spear		5	5000	dgry							skillmod-fanofglaivecdr		1	1	ama		4	4	prop-dmgtofragment		80	90	oskill	Evil Spearit	3	3	oskill	Fan of Glaives	3	3	kill-skill	Surrounding Spears	15	30	dex		50	60	pierce-immunity-damage		20	25	dmg%		300	350	ac		500	500	swing2		30	50	prop-Torment		3	4		0
Thornlash Spear	899	888	1	1	100	1		12	1	95	95	amd	matriarchal spear		5	5000	dgry							skillmod-fanofglaivecdr		1	1	ama		4	4	prop-dmgtofragment		80	100	oskill	Evil Spearit	3	3	oskill	Fan of Glaives	3	3	kill-skill	Surrounding Spears	15	32	dex		50	65	pierce-immunity-damage		20	25	dmg%		300	400	ac		500	500	swing2		30	55	prop-Torment		5	6		0
Thornlash Spear	900	889	1	1	100	1		8	1	97	97	amd	matriarchal spear		5	5000	dgry							skillmod-fanofglaivecdr		1	1	ama		4	5	prop-dmgtofragment		80	110	oskill	Evil Spearit	3	3	oskill	Fan of Glaives	3	3	kill-skill	Surrounding Spears	15	35	dex		50	70	pierce-immunity-damage		20	28	dmg%		300	450	ac		500	500	swing2		30	60	prop-Torment		7	8		0
Thornlash Spear	901	890	1	1	100	1		4	1	98	98	amd	matriarchal spear		5	5000	dgry							skillmod-fanofglaivecdr		1	1	ama		4	5	prop-dmgtofragment		80	120	oskill	Evil Spearit	3	3	oskill	Fan of Glaives	3	3	kill-skill	Surrounding Spears	15	40	dex		50	75	pierce-immunity-damage		20	28	dmg%		300	500	ac		500	500	swing2		30	65	prop-Torment		9	10		0
Thornlash Spear	902	891	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	dgry							skillmod-fanofglaivecdr		1	1	ama		2	2	prop-dmgtofragment		70	70	oskill	Evil Spearit	2	2	oskill	Fan of Glaives	2	2	kill-skill	Surrounding Spears	7	30	dex		50	50	pierce-immunity-damage		15	15	dmg%		250	250	ac		400	400	swing2		40	40	prop-Torment		3	4		0
Thousand Needles	903	892			100	1		16	1	93	93	6l7	Crusader Bow		5	5000	dgld	dgld						prop-arrowpower		10	11	prop-multishoteventama		1	1	dmg%		300	375	swing2		40	50	ama		4	4	prop-dmgtomultishot		80	80	pierce-immunity-damage		20	25	dex		50	55	str		50	55	hit-skill	Arrow Hail	20	36	prop-Torment		3	4						0
Thousand Needles	904	893			100	1		12	1	95	95	6l7	Crusader Bow		5	5000	dgld	dgld						prop-arrowpower		10	12	prop-multishoteventama		1	1	dmg%		300	400	swing2		40	55	ama		4	4	prop-dmgtomultishot		80	90	pierce-immunity-damage		20	26	dex		50	60	str		50	60	hit-skill	Arrow Hail	20	37	prop-Torment		5	6						0
Thousand Needles	905	894			100	1		8	1	97	97	6l7	Crusader Bow		5	5000	dgld	dgld						prop-arrowpower		10	13	prop-multishoteventama		1	1	dmg%		300	450	swing2		40	55	ama		4	4	prop-dmgtomultishot		80	110	pierce-immunity-damage		20	27	dex		50	65	str		50	65	hit-skill	Arrow Hail	20	38	prop-Torment		7	8						0
Thousand Needles	906	895			100	1		4	1	98	98	6l7	Crusader Bow		5	5000	dgld	dgld						prop-arrowpower		10	15	prop-multishoteventama		1	1	dmg%		300	500	swing2		40	60	ama		4	5	prop-dmgtomultishot		80	120	pierce-immunity-damage		20	28	dex		50	70	str		50	70	hit-skill	Arrow Hail	20	39	prop-Torment		9	10						0
Thousand Needles	907	896	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	dgld	dgld						prop-arrowpower		7	7	prop-multishoteventama		1	1	dmg%		300	300	swing2		40	40	ama		2	2	prop-dmgtomultishot		70	70	pierce-immunity-damage		20	25	dex		50	50	str		50	50	hit-skill	Arrow Hail	10	35	prop-Torment		3	4						0
Synergy Guard	908	897			100	1		16	1	93	93	uts	ward		3	5000	dgrn	dgrn						prop-speardamagetopowerofarrows		6	7	ac		500	550	ac%		200	220	ama		2	2	att-skill	Energy Rain	10	40	res-all-max		3	3	half-freeze		1	1	balance2		50	50	prop-Torment		3	4	aura	123	6	7	indestruct		1	1	dmg-demon		400	425		0
Synergy Guard	909	898			100	1		12	1	95	95	uts	ward		3	5000	dgrn	dgrn						prop-speardamagetopowerofarrows		6	8	ac		500	600	ac%		200	230	ama		2	3	att-skill	Energy Rain	10	41	res-all-max		3	3	half-freeze		1	1	balance2		50	52	prop-Torment		5	6	aura	123	6	7	indestruct		1	1	dmg-demon		400	450		0
Synergy Guard	910	899			100	1		8	1	97	97	uts	ward		3	5000	dgrn	dgrn						prop-speardamagetopowerofarrows		6	9	ac		500	650	ac%		200	240	ama		2	3	att-skill	Energy Rain	10	42	res-all-max		3	4	half-freeze		1	1	balance2		50	54	prop-Torment		7	8	aura	123	6	8	indestruct		1	1	dmg-demon		400	475		0
Synergy Guard	911	900			100	1		4	1	98	98	uts	ward		3	5000	dgrn	dgrn						prop-speardamagetopowerofarrows		6	10	ac		500	700	ac%		200	250	ama		2	4	att-skill	Energy Rain	10	43	res-all-max		3	4	half-freeze		1	1	balance2		50	56	prop-Torment		9	10	aura	123	6	8	indestruct		1	1	dmg-demon		400	500		0
Synergy Guard	912	901			100	1		1	1	97	97	cm4	effigy	1	3	5000	dgrn	dgrn						prop-speardamagetopowerofarrows		5	5	ac		400	400	ac%		100	100	ama		1	1	att-skill	Energy Rain	5	30	res-all-max		2	2	half-freeze		1	1	balance2		40	40	prop-Torment		3	4	aura	123	4	4	dmg-demon		300	300						0
Excalibur 2	913	902	1	1	100	1		16	1	93	93	7b7	Champion Sword		5	5000	dred	dred		invbswu				prop-holyswordlight		1	1	prop-Torment		3	4	oskill	Warrior Of Light	3	3	ac		800	800	pierce-immunity-magic		35	42	lifesteal		35	35	swing2		60	60	dmg%		350	400	dmg-mag		1600	1700	prop-dmgtoholy		80	90	att-skill	Cross Slash	15	37	bothdr		150	188		0
Excalibur 2	914	903	1	1	100	1		12	1	95	95	7b7	Champion Sword		5	5000	dred	dred		invbswu				prop-holyswordlight		1	1	prop-Torment		5	6	oskill	Warrior Of Light	3	3	ac		800	800	pierce-immunity-magic		35	44	lifesteal		35	35	swing2		60	65	dmg%		350	450	dmg-mag		1600	1800	prop-dmgtoholy		80	100	att-skill	Cross Slash	15	39	bothdr		150	200		0
Excalibur 2	915	904	1	1	100	1		8	1	97	97	7b7	Champion Sword		5	5000	dred	dred		invbswu				prop-holyswordlight		1	1	prop-Torment		7	8	oskill	Warrior Of Light	3	3	ac		800	800	pierce-immunity-magic		35	46	lifesteal		35	35	swing2		60	70	dmg%		350	475	dmg-mag		1600	1900	prop-dmgtoholy		80	110	att-skill	Cross Slash	15	41	bothdr		150	213		0
