description	enabled	*order	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
regal orb x2= awakeners orb	1	736			100					2	"rgo,qty=2"							aws	100	1																																																																																					0
awakener's orb + magic quiver = rare quiver	1	737			100					2	"bowq,mag"	aws						"usetype,rar"	100		100	res-all			15	15																																																																															0
awakener's orb + magic crossbow quiver= rare crossbow quiver	1	738			100					2	"xboq,mag"	aws						"usetype,rar"	100		100	res-all			15	15																																																																															0
divine orb x 2 = reroll unique ring , requires item have torment 1 or higher	1	739			100	15	487	0		3	"ring,uni"	"dvo,qty=2"						"usetype,reg,uni"																																																																																							0
divine orb x 2 = reroll unique amulet , requires item have torment 1 or higher	1	740			100	15	487	0		3	"amul,uni"	"dvo,qty=2"						"usetype,reg,uni"																																																																																							0
unidentified baal orb x3 + weapon without any torment = add 3 torment	1	741			100	18	487	0		4	"weap,rar"	"val,qty=3"						useitem	100	1		prop-torment			3	3																																																																															0
unidentified baal orb x3 + armor without any torment = add 3 torment	1	742			100	18	487	0		4	"armo,rar"	"val,qty=3"						useitem	100	1		prop-torment			3	3																																																																															0
unidentified baal orb x3 + quiver without any torment = add 3 torment	1	743			100	18	487	0		4	"bowq,rar"	"val,qty=3"						useitem	100	1		prop-torment			3	3																																																																															0
unidentified baal orb x3 + crossbow quiver without any torment = add 3 torment	1	744			100	18	487	0		4	"xboq,rar"	"val,qty=3"						useitem	100	1		prop-torment			3	3																																																																															0
unidentified baal orb x3 + ring without any torment = add 3 torment	1	745			100	18	487	0		4	"ring,rar"	"val,qty=3"						useitem	100	1		prop-torment			3	3																																																																															0
unidentified baal orb x3 + amulet without any torment = add 3 torment	1	746			100	18	487	0		4	"amul,rar"	"val,qty=3"						useitem	100	1		prop-torment			3	3																																																																															0
awakeners orb x4= exalted orb	1	747			100					4	"aws,qty=4"							bso	100	1																																																																																					0
hammer of upgrading + 1 Weapon -> Fully Repaired Weapon	1	748			100					2	"weap,noe"	hoa						"useitem,rep,qty=255"																																																																																							0
hammer of upgrading + 1 Armor -> Fully Repaired Armor	1	749			100					2	"armo,noe"	hoa						"useitem,rep,qty=255"																																																																																							0
unidentified map -> identify map	1	750			100					1	hhm							imap	100	1																																																																																					0
identify map-> portal to HOP	1	751			100					1	205							Red Portal,qty=140	100	1																																																																																					0
identify map-> portal to HOP	1	752			100					1	206							Red Portal,qty=141	100	1																																																																																					0
identify map-> portal to HOP	1	753			100					1	207							Red Portal,qty=142	100	1																																																																																					0
identify map-> portal to HOP	1	754			100					1	208							Red Portal,qty=143	100	1																																																																																					0
identify map-> portal to HOP	1	755			100					1	209							Red Portal,qty=144	100	1																																																																																					0
identify map-> portal to HOP	1	756			100					1	210							Red Portal,qty=145	100	1																																																																																					0
identify map-> portal to HOP	1	757			100					1	211							Red Portal,qty=146	100	1																																																																																					0
identify map-> portal to HOP	1	758			100					1	212							Red Portal,qty=147	100	1																																																																																					0
identify map-> portal to HOP	1	759			100					1	213							Red Portal,qty=148	100	1																																																																																					0
identify map-> portal to HOP	1	760			100					1	214							Red Portal,qty=149	100	1																																																																																					0
identify map-> portal to HOP	1	761			100					1	215							Red Portal,qty=150	100	1																																																																																					0
identify map-> portal to HOP	1	762			100					1	216							Red Portal,qty=151	100	1																																																																																					0
identify map-> portal to HOP	1	763			100					1	217							Red Portal,qty=152	100	1																																																																																					0
identify map-> portal to HOP	1	764			100					1	218							Red Portal,qty=153	100	1																																																																																					0
identify map-> portal to HOP	1	765			100					1	219							Red Portal,qty=154	100	1																																																																																					0
identify map-> portal to HOP	1	766			100					1	220							Red Portal,qty=155	100	1																																																																																					0
identify map-> portal to HOP	1	767			100					1	221							Red Portal,qty=156	100	1																																																																																					0
identify map-> portal to HOP	1	768			100					1	222							Red Portal,qty=157	100	1																																																																																					0
identify map-> portal to HOP	1	769			100					1	223							Red Portal,qty=158	100	1																																																																																					0
identify map-> portal to HOP	1	770			100					1	224							Red Portal,qty=159	100	1																																																																																					0
identify map-> portal to HOP	1	771			100					1	225							Red Portal,qty=160	100	1																																																																																					0
identify map-> portal to HOP	1	772			100					1	226							Red Portal,qty=161	100	1																																																																																					0
identify map-> portal to HOP	1	773			100					1	227							Red Portal,qty=162	100	1																																																																																					0
identify map-> portal to HOP	1	774			100					1	228							Red Portal,qty=163	100	1																																																																																					0
identify map-> portal to HOP	1	775			100					1	229							Red Portal,qty=164	100	1																																																																																					0
